VehicleCount,DetectorLength,PhaseDuration,CongestionLevel
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
2,45.0,20,0.5
3,45.0,30,0.5
2,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
2,45.019999999999996,20,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,30,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
2,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,30,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
2,45.019999999999996,20,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
2,45.0,20,0.5
2,45.0,20,0.5
2,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
2,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
4,45.0,40,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
2,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
2,45.0,20,0.5
3,45.0,30,0.5
2,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
2,45.019999999999996,20,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,30,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
2,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,30,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
2,45.019999999999996,20,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
2,45.0,20,0.5
2,45.0,20,0.5
2,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
2,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
4,45.0,40,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
2,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
2,45.0,20,0.5
3,45.0,30,0.5
2,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
2,45.019999999999996,20,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,30,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
2,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,30,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
2,45.019999999999996,20,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
2,45.0,20,0.5
2,45.0,20,0.5
2,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
2,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
4,45.0,40,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
2,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
2,45.0,20,0.5
3,45.0,30,0.5
2,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
2,45.019999999999996,20,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,30,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
2,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,30,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
2,45.019999999999996,20,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
2,45.0,20,0.5
2,45.0,20,0.5
2,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
2,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
4,45.0,40,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
2,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
2,45.0,20,0.5
3,45.0,30,0.5
2,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
2,45.019999999999996,20,0.5
3,45.0,30,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
2,45.019999999999996,20,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,20,0.5
1,45.019999999999996,10,0.5
3,45.0,30,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
3,45.0,30,0.5
2,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
1,45.0,10,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
1,45.019999999999996,10,0.5
2,45.0,20,0.5
3,45.019999999999996,30,0.5
4,45.0,40,0.5
3,45.019999999999996,20,0.5
1,45.019999999999996,10,0.5
1,45.0,10,0.5
